id,timestamp,symbol,direction,action,side,quantity,executed,mode,reason,order_id,fill_price,fill_quantity,entry_price,mark_price,unrealized_pnl,unrealized_pnl_pct,risk_score,decision_confidence,decision_reasoning
25,2026-03-07T03:58:13.488000Z,BTCUSDT,SHORT,SET_TP,BUY,0.002,1,live,TP de proteção criado no modo adoção,,67229.57142857143,,70800.0,68110.1,5.3798,39.49340846658572,8.25,0.17500000000000004,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 8.1% do saldo total"", ""Estrutura bearish com BOS confirmado - favoravel para SHORT"", ""SHORT em estrutura favor\u00e1vel (RSI: 14.1, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
24,2026-03-07T03:58:12.873000Z,BTCUSDT,SHORT,SET_SL,BUY,0.002,1,live,SL de proteção criado no modo adoção,,69264.27142857145,,70800.0,68110.1,5.3798,39.49340846658572,8.25,0.17500000000000004,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 8.1% do saldo total"", ""Estrutura bearish com BOS confirmado - favoravel para SHORT"", ""SHORT em estrutura favor\u00e1vel (RSI: 14.1, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
23,2026-03-07T03:57:47.423000Z,ZENUSDT,SHORT,SET_SL,BUY,1.8,1,live,SL de proteção criado no modo adoção,,5.643355817412881,,5.849,5.35345,0.89199,92.56647582400134,9.0,0.09999999999999998,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.6% do saldo total"", ""SHORT em estrutura favor\u00e1vel (RSI: 18.1, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
22,2026-03-07T03:57:20.089000Z,ANKRUSDT,SHORT,SET_TP,BUY,2849.0,1,live,TP de proteção criado no modo adoção,,0.00408957864010989,,0.004203,0.00436755,-0.46880295,-37.67558470996325,10.0,0.9,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.7% do saldo total"", ""PnL excedeu stop loss m\u00e1ximo (-37.68% < -3.0%)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: SMC_LIQUIDITY_SSL)""]"
21,2026-03-07T03:57:19.771000Z,ANKRUSDT,SHORT,SET_SL,BUY,2849.0,1,live,SL de proteção criado no modo adoção,,0.0045199285714285714,,0.004203,0.00436755,-0.46880295,-37.67558470996325,10.0,0.9,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.7% do saldo total"", ""PnL excedeu stop loss m\u00e1ximo (-37.68% < -3.0%)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: SMC_LIQUIDITY_SSL)""]"
20,2026-03-07T03:56:52.161000Z,BELUSDT,SHORT,SET_TP,BUY,102.0,1,live,TP de proteção criado no modo adoção,,0.09133571428571428,,0.0989,0.096,0.2958,30.208333333333336,9.0,0.09999999999999998,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.6% do saldo total"", ""SHORT em estrutura favor\u00e1vel (RSI: 39.6, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
19,2026-03-07T03:56:51.469000Z,BELUSDT,SHORT,SET_SL,BUY,102.0,1,live,SL de proteção criado no modo adoção,,0.0989107142857143,,0.0989,0.096,0.2958,30.208333333333336,9.0,0.09999999999999998,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.6% do saldo total"", ""SHORT em estrutura favor\u00e1vel (RSI: 39.6, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
18,2026-03-07T03:56:22.754000Z,XRPUSDT,SHORT,SET_SL,BUY,7.8,1,live,SL de proteção criado no modo adoção,,1.38296281347565,,1.4532,1.36543802,0.68454344,64.27386538363675,7.5,0.25,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.6% do saldo total"", ""Estrutura bearish com BOS confirmado - favoravel para SHORT"", ""EMAs alinhadas para baixa - tendencia bearish confirmada"", ""SHORT em estrutura favor\u00e1vel (RSI: 22.7, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
17,2026-03-07T03:55:53.059000Z,ATAUSDT,SHORT,SET_TP,BUY,550.0,1,live,TP de proteção criado no modo adoção,,0.011085714285714286,,0.0119,0.01131313,0.3227785,51.8751220926481,10.0,0.92,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.4% do saldo total"", ""[UPGRADE] Mudan\u00e7a de dire\u00e7\u00e3o detectada (bullish) contra posi\u00e7\u00e3o SHORT - CLOSE 100% obrigat\u00f3rio"", ""[AVISO] Estrutura bullish contra posicao SHORT"", ""SHORT em estrutura favor\u00e1vel (RSI: 11.8, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
16,2026-03-07T03:55:52.744000Z,ATAUSDT,SHORT,SET_SL,BUY,550.0,1,live,SL de proteção criado no modo adoção,,0.012099599551201011,,0.0119,0.01131313,0.3227785,51.8751220926481,10.0,0.92,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.4% do saldo total"", ""[UPGRADE] Mudan\u00e7a de dire\u00e7\u00e3o detectada (bullish) contra posi\u00e7\u00e3o SHORT - CLOSE 100% obrigat\u00f3rio"", ""[AVISO] Estrutura bullish contra posicao SHORT"", ""SHORT em estrutura favor\u00e1vel (RSI: 11.8, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
15,2026-03-07T03:55:28.315000Z,KNCUSDT,SHORT,CLOSE,BUY,58.0,1,live,Ordem executada com sucesso - ID: 9895008063,9895008063,0.0,0.0,0.1388,0.12864655,0.5889001,78.92516355860302,10.0,0.92,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.4% do saldo total"", ""[UPGRADE] Mudan\u00e7a de dire\u00e7\u00e3o detectada (bullish) contra posi\u00e7\u00e3o SHORT - CLOSE 100% obrigat\u00f3rio"", ""[AVISO] Estrutura bullish contra posicao SHORT"", ""EMAs alinhadas para baixa - tendencia bearish confirmada"", ""SHORT em estrutura favor\u00e1vel (RSI: 15.6, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
14,2026-03-07T03:55:16.386000Z,KNCUSDT,SHORT,SET_SL,BUY,58.0,1,live,SL de proteção criado no modo adoção,,0.13271785714285714,,0.1388,0.1287,0.5858,78.47707847707846,10.0,0.92,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.4% do saldo total"", ""[UPGRADE] Mudan\u00e7a de dire\u00e7\u00e3o detectada (bullish) contra posi\u00e7\u00e3o SHORT - CLOSE 100% obrigat\u00f3rio"", ""[AVISO] Estrutura bullish contra posicao SHORT"", ""EMAs alinhadas para baixa - tendencia bearish confirmada"", ""SHORT em estrutura favor\u00e1vel (RSI: 15.6, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
13,2026-03-07T03:54:45.924000Z,OGNUSDT,SHORT,SET_TP,BUY,406.0,1,live,TP de proteção criado no modo adoção,,0.01892142857142857,,0.0204,0.01965174,0.30379356,38.07601769614294,7.5,0.25,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.5% do saldo total"", ""Estrutura bearish com BOS confirmado - favoravel para SHORT"", ""EMAs alinhadas para baixa - tendencia bearish confirmada"", ""SHORT em estrutura favor\u00e1vel (RSI: 26.9, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
12,2026-03-07T03:54:45.617000Z,OGNUSDT,SHORT,SET_SL,BUY,406.0,1,live,SL de proteção criado no modo adoção,,0.021139285714285715,,0.0204,0.01965174,0.30379356,38.07601769614294,7.5,0.25,"[""[AVISO] Posi\u00e7\u00e3o em CROSS MARGIN - todo saldo da conta est\u00e1 em risco"", ""Exposi\u00e7\u00e3o da conta: 0.5% do saldo total"", ""Estrutura bearish com BOS confirmado - favoravel para SHORT"", ""EMAs alinhadas para baixa - tendencia bearish confirmada"", ""SHORT em estrutura favor\u00e1vel (RSI: 26.9, pre\u00e7o abaixo EMAs)"", ""TP/SL calculado com t\u00e9cnico+SMC (SL: SMC_OB+ATR, TP: ATR)""]"
